Sales Representative,Location,Region,Customer,Order Date,Product,Quantity,Price,Total Sale Amount
Sara Snyder,Massachusetts,East,Robin Matthews,3/29/2016,Kensington Orbit Wireless Mobile Trackball for PC and Mac,5,12.42,62.1
Patrick Graham,Washington,West,Craig Hicks,3/29/2016,Global Chrome Stack Chair,1,12.42,12.42
Sara Snyder,Massachusetts,East,Carl Howard,3/29/2016,GBC DocuBind P400 Electric Binding System,9,12.42,111.78
Sara Snyder,Massachusetts,East,Eric Robertson,3/29/2016,Hon GuestStacker Chair,9,12.42,111.78
Sara Snyder,New York,East,Chris Gilbert,3/29/2016,Round Ring Binders,1,17.83,17.83
Frances Warren,Massachusetts,East,Robin Matthews,3/29/2016,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,6,16.32,97.92
Sara Snyder,New York,East,Lillian Wood,3/29/2016,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",9,53.35,480.15
Sara Snyder,Massachusetts,East,Walter Kennedy,3/29/2016,"Fellowes Strictly Business Drawer File, Letter/Legal Size",6,17.83,106.98
Diane Gonzalez,Oregon,West,Gloria Oliver,3/29/2016,Nortel Networks T7316 E Nt8 B27,4,16.32,65.28
Sara Snyder,New York,East,Ruby Matthews,3/29/2016,"Personal Folder Holder, Ebony",10,12.42,124.2
Patrick Graham,Washington,West,Samuel Daniels,3/30/2016,Acco Hanging Data Binders,4,16.32,65.28
Diane Gonzalez,Nevada,West,Stephen Rice,3/30/2016,Ideal Clamps,10,16.32,163.2
Sara Snyder,New Jersey,East,Cheryl Howard,3/30/2016,Newell 315,7,17.83,124.81
Sara Snyder,Connecticut,East,Russell Romero,3/30/2016,Pressboard Data Binders by Wilson Jones,6,17.83,106.98
Patrick Graham,California,West,Deborah Gilbert,3/30/2016,,1,53.35,53.35
Patrick Graham,California,West,Diane Lewis,3/30/2016,Global Low Back Tilter Chair,1,12.42,12.42
Sara Snyder,Connecticut,East,Carlos Stephens,3/30/2016,Wilson Jones Standard D-Ring Binders,3,53.35,160.05
Patrick Graham,Nevada,West,Paula Watson,3/30/2016,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",3,53.35,160.05
Sara Snyder,New York,East,Edward Cooper,3/30/2016,"Quartet Omega Colored Chalk, 12/Pack",4,17.83,71.32
Patrick Graham,California,West,Andrew Adams,3/31/2016,Microsoft Sculpt Comfort Mouse,7,53.35,373.45
Frances Warren,Connecticut,East,William Collins,3/31/2016,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",9,17.83,160.47
Diane Gonzalez,California,West,Deborah Gilbert,3/31/2016,Plantronics S12 Corded Telephone Headset System,8,17.83,142.64
Sara Snyder,Connecticut,East,Clarence Mason,3/31/2016,Samsung Galaxy Note 2,2,17.83,35.66
Sara Snyder,New Jersey,East,Johnny Fowler,3/31/2016,Fellowes Super Stor/Drawer,10,12.42,124.2
Patrick Graham,California,West,Adam Martin,3/31/2016,GE DSL Phone Line Filter,6,16.32,97.92
Sara Snyder,New Jersey,East,Joshua Washington,3/31/2016,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",2,12.42,24.84
Patrick Graham,Oregon,West,Julie Gonzalez,3/31/2016,Enermax Aurora Lite Keyboard,5,12.42,62.1
Frances Warren,New York,East,Jessica Lewis,3/31/2016,Peel & Stick Add-On Corner Pockets,10,17.83,178.3
Frances Warren,New York,East,Karen Gray,3/31/2016,Easy-staple paper,7,12.42,86.94
Randy Watson,New York,East,Joshua Campbell,3/31/2016,Carina Media Storage Towers in Natural & Black,8,53.35,426.8
Diane Gonzalez,Washington,West,Stephen Murray,3/31/2016,Fellowes Econo/Stor Drawers,6,12.42,74.52
Patrick Graham,Oregon,West,Kathy Lee,3/31/2016,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",2,17.83,35.66
Sara Snyder,New York,East,Betty Stewart,3/31/2016,Dax Clear Box Frame,1,17.83,17.83
Sara Snyder,Massachusetts,East,Martha Brown,3/31/2016,SANFORD Liquid Accent Tank-Style Highlighters,2,16.32,32.64
Patrick Graham,California,West,Willie Oliver,3/31/2016,Design Ebony Sketching Pencil,1,53.35,53.35
Sara Snyder,New York,East,Albert Miller,4/1/2016,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",9,53.35,480.15
Sara Snyder,New Jersey,East,Dorothy Baker,4/1/2016,Canon Imageclass D680 Copier / Fax,5,16.32,81.6
Frances Warren,New Jersey,East,Kimberly Coleman,4/1/2016,24-Hour Round Wall Clock,4,16.32,65.28
Randy Watson,Massachusetts,East,Jerry Smith,4/1/2016,Large Capacity Hanging Post Binders,10,53.35,533.5
Sara Snyder,New Jersey,East,Cynthia Mccoy,4/1/2016,Eldon Radial Chair Mat for Low to Medium Pile Carpets,8,12.42,99.36
Patrick Graham,Washington,West,Henry Sanders,4/1/2016,,9,12.42,111.78
Patrick Graham,Washington,West,Jeremy Baker,4/1/2016,"Eldon Image Series Desk Accessories, Ebony",8,12.42,99.36
Frances Warren,New Jersey,East,Albert Dunn,4/1/2016,Sanford 52201 APSCO Electric Pencil Sharpener,9,53.35,480.15
Sara Snyder,New York,East,Robert Hayes,4/1/2016,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",4,12.42,49.68
Randy Watson,New York,East,Cheryl Riley,4/1/2016,Samsung Replacement EH64AVFWE Premium Headset,5,53.35,266.75
Randy Watson,New Jersey,East,Kimberly Coleman,4/1/2016,GBC DocuBind P100 Manual Binding Machine,2,53.35,106.7
Patrick Graham,Oregon,West,Clarence Bishop,4/1/2016,Advantus Push Pins,6,16.32,97.92
Diane Gonzalez,Washington,West,Judy Sanchez,4/1/2016,Fashion Color Clasp Envelopes,8,16.32,130.56
Patrick Graham,Oregon,West,Gloria Mcdonald,4/2/2016,Hon Non-Folding Utility Tables,9,12.42,111.78
Patrick Graham,Oregon,West,Gary Moreno,4/2/2016,Bretford Rectangular Conference Table Tops,7,17.83,124.81
Frances Warren,New Jersey,East,Kimberly Coleman,4/2/2016,Bestar Classic Bookcase,7,16.32,114.24
Diane Gonzalez,Washington,West,Joan Austin,4/2/2016,Staples in misc. colors,3,53.35,160.05
Diane Gonzalez,California,West,Frank Garrett,4/2/2016,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,9,53.35,480.15
Frances Warren,New York,East,Helen Dean,4/2/2016,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,7,12.42,86.94
Sara Snyder,New Jersey,East,Robert Collins,4/2/2016,Sanford Pocket Accent Highlighters,2,12.42,24.84
Sara Snyder,New York,East,Janice Jackson,4/2/2016,Mitel MiVoice 5330e IP Phone,2,12.42,24.84
Patrick Graham,Washington,West,Philip Rodriguez,4/2/2016,Newell 337,10,12.42,124.2
Sara Snyder,New York,East,Anthony Berry,4/2/2016,Cisco SPA525G2 IP Phone - Wireless,3,16.32,48.96
Randy Watson,Connecticut,East,Sara Hawkins,4/2/2016,Westinghouse Clip-On Gooseneck Lamps,10,53.35,533.5
Sara Snyder,New York,East,Cynthia Brooks,4/2/2016,Howard Miller Distant Time Traveler Alarm Clock,4,53.35,213.4
Diane Gonzalez,Oregon,West,Gary Moreno,4/2/2016,GBC Linen Binding Covers,1,17.83,17.83
Sara Snyder,Connecticut,East,Raymond Clark,4/2/2016,Tennsco Double-Tier Lockers,6,12.42,74.52
Sara Snyder,Massachusetts,East,Lillian Burke,4/3/2016,Microsoft Sculpt Comfort Mouse,5,12.42,62.1
Randy Watson,Massachusetts,East,Alice Davis,4/3/2016,Wilson SignalBoost 841262 DB PRO Amplifier Kit,7,17.83,124.81
Sara Snyder,New York,East,Helen Dean,4/3/2016,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",5,12.42,62.1
Frances Warren,Massachusetts,East,Joan Cooper,4/3/2016,Wilson Jones Active Use Binders,1,17.83,17.83
Diane Gonzalez,Washington,West,Joseph Willis,4/3/2016,,6,16.32,97.92
Patrick Graham,Washington,West,Craig Reyes,4/3/2016,Westinghouse Clip-On Gooseneck Lamps,3,16.32,48.96
Randy Watson,New York,East,Juan Reed,4/3/2016,Pencil and Crayon Sharpener,5,12.42,62.1
Diane Gonzalez,Nevada,West,Laura Mcdonald,4/3/2016,Letter Size Cart,6,12.42,74.52
Sara Snyder,New York,East,Harold Daniels,4/3/2016,"Global Value Mid-Back Manager's Chair, Gray",1,12.42,12.42
Randy Watson,Massachusetts,East,Joshua Diaz,4/3/2016,Aluminum Document Frame,1,17.83,17.83
Diane Gonzalez,Washington,West,Stephen Murray,4/4/2016,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",1,53.35,53.35
Randy Watson,Massachusetts,East,Eric Robertson,4/4/2016,Fellowes Bankers Box Stor/Drawer Steel Plus,4,12.42,49.68
Patrick Graham,Washington,West,Michelle Allen,4/4/2016,Kensington 4 Outlet MasterPiece Compact Power Control Center,4,16.32,65.28
Frances Warren,Connecticut,East,Benjamin Phillips,4/4/2016,"Performers Binder/Pad Holder, Black",8,17.83,142.64
Diane Gonzalez,California,West,Gerald Mcdonald,4/4/2016,Xerox 212,3,17.83,53.49
Sara Snyder,New Jersey,East,Maria Hughes,4/4/2016,Office Star Flex Back Scooter Chair with White Frame,7,12.42,86.94
Randy Watson,New York,East,Lawrence Ruiz,4/4/2016,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),8,53.35,426.8
Sara Snyder,Massachusetts,East,Susan Watkins,4/4/2016,Logitech G13 Programmable Gameboard with LCD Display,7,53.35,373.45
Sara Snyder,Connecticut,East,Clarence Mason,4/4/2016,Panasonic KP-380BK Classic Electric Pencil Sharpener,10,53.35,533.5
Sara Snyder,New York,East,Gloria Harper,4/5/2016,Memorex Froggy Flash Drive 4 GB,1,16.32,16.32
Sara Snyder,New Jersey,East,Dorothy Baker,4/5/2016,"Maxell 74 Minute CD-R Spindle, 50/Pack",7,17.83,124.81
Patrick Graham,Washington,West,Shirley Chavez,4/5/2016,Geemarc AmpliPOWER60,6,16.32,97.92
Diane Gonzalez,Washington,West,Jennifer Adams,4/5/2016,Avery 48,2,53.35,106.7
Randy Watson,Connecticut,East,Irene Franklin,4/5/2016,Avery Arch Ring Binders,2,16.32,32.64
Sara Snyder,Massachusetts,East,Kevin Torres,4/5/2016,Xerox 1915,3,53.35,160.05
Diane Gonzalez,California,West,Nicholas Nguyen,4/5/2016,Avery Reinforcements for Hole-Punch Pages,5,16.32,81.6
Sara Snyder,New York,East,Nancy Stephens,4/5/2016,Woodgrain Magazine Files by Perma,3,53.35,160.05
Randy Watson,New Jersey,East,Cynthia Lewis,4/5/2016,Colorific Watercolor Pencils,7,12.42,86.94
Randy Watson,New Jersey,East,Harold Matthews,4/5/2016,Luxo Economy Swing Arm Lamp,3,53.35,160.05
Randy Watson,New Jersey,East,Ruth Fields,4/5/2016,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",2,12.42,24.84
Patrick Graham,Oregon,West,Carl Lawson,4/5/2016,,4,16.32,65.28
Patrick Graham,California,West,Benjamin Carpenter,4/5/2016,"ACCOHIDE 3-Ring Binder, Blue, 1""",10,12.42,124.2
Sara Snyder,Massachusetts,East,Aaron Morris,4/5/2016,Xerox 1996,8,53.35,426.8
Randy Watson,New York,East,Lillian Wood,4/5/2016,Fiskars Softgrip Scissors,1,17.83,17.83
Sara Snyder,New York,East,Irene Wells,4/6/2016,Xerox 1973,4,16.32,65.28
Sara Snyder,Massachusetts,East,Eugene Schmidt,4/6/2016,Avery 511,4,53.35,213.4
Frances Warren,New York,East,Randy Burton,4/6/2016,Kensington 4 Outlet MasterPiece Compact Power Control Center,4,12.42,49.68
Frances Warren,New York,East,Louis Marshall,4/6/2016,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",4,17.83,71.32
Frances Warren,Massachusetts,East,Ann Duncan,4/6/2016,GBC Binding covers,10,12.42,124.2
Sara Snyder,New York,East,Katherine Hayes,4/6/2016,Motorola HK250 Universal Bluetooth Headset,6,12.42,74.52
Patrick Graham,Washington,West,Arthur Green,4/6/2016,"Tenex Personal Project File with Scoop Front Design, Black",6,53.35,320.1
Patrick Graham,Oregon,West,Martha Harper,4/6/2016,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",9,53.35,480.15
Diane Gonzalez,California,West,Andrew Adams,4/6/2016,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",6,16.32,97.92
Randy Watson,New Jersey,East,Rebecca Williams,4/6/2016,Sauder Cornerstone Collection Library,1,16.32,16.32
Patrick Graham,Oregon,West,Marilyn Franklin,4/6/2016,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",6,12.42,74.52
Randy Watson,Massachusetts,East,Eugene Hughes,4/7/2016,Pyle PMP37LED,6,53.35,320.1
Patrick Graham,Oregon,West,Gloria Fisher,4/7/2016,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,7,17.83,124.81
Sara Snyder,New Jersey,East,Jacqueline Wheeler,4/7/2016,Xerox 1898,3,53.35,160.05
Diane Gonzalez,California,West,Dennis Fields,4/7/2016,GBC Plastic Binding Combs,9,53.35,480.15
Randy Watson,Connecticut,East,Debra Gutierrez,4/7/2016,Belkin 6 Outlet Metallic Surge Strip,6,17.83,106.98
Patrick Graham,Washington,West,Michelle Allen,4/7/2016,Fellowes Bankers Box Recycled Super Stor/Drawer,1,53.35,53.35
Sara Snyder,Massachusetts,East,Walter Kennedy,4/7/2016,Hon Valutask Swivel Chairs,7,53.35,373.45
Sara Snyder,New Jersey,East,Edward Wells,4/7/2016,Avery 517,8,12.42,99.36
Patrick Graham,Oregon,West,Teresa Payne,4/7/2016,Avery 477,2,16.32,32.64
Sara Snyder,New York,East,Anna Wheeler,4/7/2016,Office Star - Contemporary Task Swivel Chair,3,12.42,37.26
Randy Watson,Massachusetts,East,Shirley Rivera,4/7/2016,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",6,12.42,74.52
Patrick Graham,Oregon,West,Roger Bell,4/7/2016,"Seth Thomas 12"" Clock w/ Goldtone Case",1,12.42,12.42
Patrick Graham,Washington,West,Denise Henry,4/7/2016,Premier Electric Letter Opener,1,12.42,12.42
Diane Gonzalez,Washington,West,Terry Nguyen,4/8/2016,Memorex Froggy Flash Drive 8 GB,6,12.42,74.52
Patrick Graham,California,West,Howard Nelson,4/8/2016,Wilson SignalBoost 841262 DB PRO Amplifier Kit,5,12.42,62.1
Randy Watson,New York,East,Emily Patterson,4/8/2016,Avery Durable Binders,4,12.42,49.68
Randy Watson,Massachusetts,East,Roy Rivera,4/8/2016,Fellowes Black Plastic Comb Bindings,4,16.32,65.28
Sara Snyder,New York,East,Kenneth Lane,4/8/2016,"Hot File 7-Pocket, Floor Stand",2,53.35,106.7
Patrick Graham,Oregon,West,Kenneth West,4/8/2016,Acco 6 Outlet Guardian Premium Surge Suppressor,7,17.83,124.81
Frances Warren,New Jersey,East,Cheryl Howard,4/8/2016,Avoid Verbal Orders Carbonless Minifold Book,4,16.32,65.28
Patrick Graham,California,West,Sandra Bowman,4/8/2016,"Decoflex Hanging Personal Folder File, Blue",10,17.83,178.3
Patrick Graham,California,West,Timothy Gonzales,4/8/2016,Fellowes Presentation Covers for Comb Binding Machines,4,12.42,49.68
Patrick Graham,Oregon,West,Kathy Lee,4/8/2016,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",4,16.32,65.28
Randy Watson,New York,East,Alan Allen,4/8/2016,Xerox 188,3,12.42,37.26
Randy Watson,New Jersey,East,Victor Watson,4/8/2016,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,8,16.32,130.56
Sara Snyder,Massachusetts,East,Rose Baker,4/8/2016,"Eldon Image Series Desk Accessories, Ebony",1,12.42,12.42
Patrick Graham,Oregon,West,Michelle Phillips,4/8/2016,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,9,17.83,160.47
Frances Warren,New York,East,Tina Jones,4/9/2016,Advantus Rolling Storage Box,1,53.35,53.35
Frances Warren,New Jersey,East,Todd Miller,4/9/2016,Wilson Jones Easy Flow II Sheet Lifters,1,53.35,53.35
Patrick Graham,Oregon,West,Ruby Taylor,4/9/2016,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",6,16.32,97.92
Patrick Graham,Washington,West,Earl Morales,4/9/2016,Wilson Jones Legal Size Ring Binders,8,12.42,99.36
Randy Watson,New Jersey,East,Joseph Foster,4/9/2016,"SAFCO Commercial Wire Shelving, Black",1,16.32,16.32
Frances Warren,New York,East,Louis Mason,4/9/2016,Westinghouse Clip-On Gooseneck Lamps,7,17.83,124.81
Diane Gonzalez,Oregon,West,Joyce Myers,4/9/2016,Tensor Computer Mounted Lamp,1,53.35,53.35
Patrick Graham,Oregon,West,Gloria Fisher,4/9/2016,Polycom SoundPoint IP 450 VoIP phone,8,17.83,142.64
Randy Watson,Connecticut,East,Phyllis Grant,4/9/2016,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",9,12.42,111.78
Frances Warren,Connecticut,East,Carlos Stephens,4/9/2016,Cisco CP-7937G Unified IP Conference Station Phone,8,17.83,142.64
Patrick Graham,California,West,Judy Lopez,4/9/2016,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",9,53.35,480.15
Frances Warren,New York,East,Louis Mason,4/9/2016,Avery Recycled Flexi-View Covers for Binding Systems,10,16.32,163.2
Diane Gonzalez,Washington,West,Craig Hicks,4/9/2016,Boston 16701 Slimline Battery Pencil Sharpener,6,53.35,320.1
Patrick Graham,Washington,West,Christine Jacobs,4/9/2016,Avery 494,10,17.83,178.3
Diane Gonzalez,Oregon,West,Rose Matthews,4/9/2016,Bionaire Personal Warm Mist Humidifier/Vaporizer,1,12.42,12.42
Randy Watson,Massachusetts,East,Alice Kelly,4/10/2016,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",4,12.42,49.68
Sara Snyder,New York,East,Joe Ryan,4/10/2016,Newell 35,2,17.83,35.66
Patrick Graham,California,West,Nicholas Schmidt,4/10/2016,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,1,53.35,53.35
Diane Gonzalez,Washington,West,Gloria Morris,4/10/2016,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,8,12.42,99.36
Diane Gonzalez,Washington,West,Terry Nguyen,4/10/2016,"Global High-Back Leather Tilter, Burgundy",4,17.83,71.32
Frances Warren,Massachusetts,East,Andrea King,4/10/2016,Hanging Personal Folder File,10,12.42,124.2
Sara Snyder,Connecticut,East,Raymond Clark,4/10/2016,Motorola L804,4,53.35,213.4
Sara Snyder,Massachusetts,East,Matthew Berry,4/10/2016,Things To Do Today Pad,10,12.42,124.2
Sara Snyder,New York,East,Annie Wilson,4/10/2016,Bretford Rectangular Conference Table Tops,5,12.42,62.1
Sara Snyder,New York,East,Bonnie Wagner,4/10/2016,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",3,17.83,53.49
Sara Snyder,Massachusetts,East,Kathryn Fox,4/10/2016,Fellowes Bankers Box Stor/Drawer Steel Plus,2,53.35,106.7
Sara Snyder,New York,East,Mark Alexander,4/10/2016,Xerox 1909,4,12.42,49.68
Patrick Graham,California,West,Joan Robinson,4/10/2016,"DAX Value U-Channel Document Frames, Easel Back",10,17.83,178.3
Patrick Graham,California,West,Jacqueline Little,4/10/2016,"Leather Task Chair, Black",10,16.32,163.2
Sara Snyder,Massachusetts,East,Jerry Smith,4/10/2016,Boston 16801 Nautilus Battery Pencil Sharpener,1,12.42,12.42
Randy Watson,Massachusetts,East,Eugene Hughes,4/10/2016,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",5,12.42,62.1
Frances Warren,New York,East,Sharon Rose,4/10/2016,Digium D40 VoIP phone,3,17.83,53.49
Patrick Graham,Nevada,West,Sandra Hughes,4/10/2016,Cardinal EasyOpen D-Ring Binders,7,12.42,86.94
Patrick Graham,Washington,West,Henry Sanders,4/11/2016,DYMO CardScan Personal V9 Business Card Scanner,4,53.35,213.4
Diane Gonzalez,Oregon,West,Sharon Wagner,4/11/2016,Case Logic 2.4GHz Wireless Keyboard,10,53.35,533.5
Randy Watson,New York,East,Phyllis Johnston,4/11/2016,Adtran 1202752G1,8,53.35,426.8
Patrick Graham,California,West,Willie Oliver,4/11/2016,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,9,17.83,160.47
Sara Snyder,New York,East,Ronald Kim,4/11/2016,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",3,12.42,37.26
Patrick Graham,Washington,West,Gary Cook,4/11/2016,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",2,12.42,24.84
Randy Watson,New York,East,Janice Jackson,4/11/2016,"Dixon My First Ticonderoga Pencil, #2",9,16.32,146.88
Patrick Graham,Washington,West,Kimberly Lee,4/11/2016,Logitech Desktop MK120 Mouse and keyboard Combo,6,12.42,74.52
Sara Snyder,Connecticut,East,Clarence Mason,4/11/2016,Avery 490,3,17.83,53.49
Sara Snyder,New Jersey,East,Judith Wood,4/11/2016,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",2,53.35,106.7
Sara Snyder,New York,East,Debra Palmer,4/11/2016,"Lesro Round Back Collection Coffee Table, End Table",4,12.42,49.68
Frances Warren,Massachusetts,East,Jennifer White,4/11/2016,Hoover WindTunnel Plus Canister Vacuum,3,12.42,37.26
Sara Snyder,New York,East,Harold Daniels,4/12/2016,Xerox 1934,8,12.42,99.36
Patrick Graham,Oregon,West,Janet Stewart,4/12/2016,Newell 329,5,12.42,62.1
Frances Warren,Massachusetts,East,Eugene Schmidt,4/12/2016,Panasonic KX T7731-B Digital phone,7,12.42,86.94
Patrick Graham,Oregon,West,Kevin Garza,4/12/2016,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",4,17.83,71.32
Randy Watson,New York,East,Bonnie Wagner,4/12/2016,Ibico Standard Transparent Covers,6,17.83,106.98
Diane Gonzalez,Washington,West,Philip Rodriguez,4/12/2016,"Tenex ""The Solids"" Textured Chair Mats",9,53.35,480.15
Randy Watson,Massachusetts,East,Andrew Howard,4/12/2016,"Carina 42""Hx23 3/4""W Media Storage Unit",3,12.42,37.26
Sara Snyder,New York,East,Cheryl Riley,4/12/2016,White Computer Printout Paper by Universal,3,12.42,37.26
Sara Snyder,New York,East,Albert Miller,4/12/2016,Revere Boxed Rubber Bands by Revere,3,53.35,160.05
Diane Gonzalez,Oregon,West,Donald Ryan,4/12/2016,"Eldon 200 Class Desk Accessories, Black",2,53.35,106.7
Sara Snyder,Massachusetts,East,Virginia Foster,4/12/2016,"Bush Andora Bookcase, Maple/Graphite Gray Finish",10,53.35,533.5
Diane Gonzalez,California,West,Rebecca Ryan,4/12/2016,Ames Color-File Green Diamond Border X-ray Mailers,4,12.42,49.68
Patrick Graham,Washington,West,Jerry Collins,4/12/2016,Plantronics Cordless Phone Headset with In-line Volume - M214C,7,53.35,373.45
Frances Warren,New Jersey,East,Kathy Rice,4/12/2016,Aastra 57i VoIP phone,7,53.35,373.45
